species,Bii,Eii,Tpii,Edii,AIC_ii,Bij,Eij,Tpij,Edij,AIC_ij
1.0,7.795861341731038e-5,0.9943142483197842,310.85346000456633,5.030640143572204,-659.0471215175469,-8.420004202012117e-5,3.5262522541910237,182.881848924456,3.5139255864378054,-192.54736807566832
2.0,-0.0001444623149082474,3.4316929010187915,300.5497499064163,3.426085947421539,-465.1204870195056,2.6367580100825124e-5,3.502324376420578,329.3030100281207,3.502390905527553,-296.60064475492175
3.0,1.4747182288713478e-5,11.451025336078455,116.53051374384657,1.9170232044155622,-125.80750118849636,0.02397448136461052,1.3516124171276847,348.7744803758421,9.322167981375612,-142.77878002141568
4.0,-2.3627750882384937e-13,16.40956597073961,294.6829257882587,16.192818895546168,-591.2498604368302,0.00016143097018235918,3.627425036747447,321.947715585229,3.6274651444682986,-291.9202797377324
5.0,-8.37091427063417e-13,10.97698846249807,299.4018214745667,9.814792692073103,-476.2176227937309,0.002290161421794646,1.7824906556217301,309.3429418391296,3.1472964419214366,-297.6558102478455
6.0,1.6475302969872179e-6,2.5835527929049613,341.67233659524527,2.583649992677243,-574.7185564992374,4363.795983437522,-0.07791500121019011,468.04486147761395,-0.9541829170630292,-308.3811362120846
7.0,0.000756443258251047,2.251114229501135,287.4921847016794,2.6533448645628925,-709.701123651755,0.014434435454400683,0.43493940185126423,336.59704312886674,220.44779838778163,-354.4957053487936
8.0,0.0008389100067377237,3.2700028160055274,282.89926738914727,3.7895129940199928,-862.2073736490584,0.0073570724540179,0.25248370223940064,318.9692999103002,25.017150888607965,-433.1746168194823
9.0,0.0007485220456330024,2.7460770861756325,291.65712109352023,2.8188965515962043,-728.1798626605968,0.017085767126022208,0.47212629486335733,308.75690846774984,7.400808349033728,-364.37420417174116
10.0,0.00015960024090163689,1.2965240305957417,285.3042251326,1.8057959337225362,-883.5244688842174,-4.357370878093113e-16,22.226749193604636,294.15517068154446,21.68316511289536,-378.18996091786863
11.0,0.00132187382650723,2.9114130956977236,287.0389344395844,3.1447691112171614,-720.7743582896599,0.015942834143722818,0.43401958082001163,331.2033825912419,9.119729944094551,-356.19901696444873
12.0,-1.2396255498258807e-17,14.20434317562266,300.96636145624655,11.83290862322374,-515.4848549840291,8972.504933510907,-0.13355700522875513,389.98419547613935,-1.501757192548257,-320.7249824862891
13.0,5.4095585209415774e-5,0.2663557229754592,319.81000664759773,13.510837040095497,-798.6263093512976,0.005298724477982124,0.6205256750129271,329.61650597095473,15.074699187268893,-413.6542396606125
14.0,368118.1264519322,-5.538446832391781,305.21190464971846,-6.530139450729142,-579.4659580569972,0.016558626579019065,0.7723033700757834,306.6875867127029,5.130251263221984,-313.43480227314745
15.0,0.0002518761120345446,-343.7779582392617,318.60475614181445,-808.2042258931133,-253.91788595859242,0.08942366456283987,0.7185358877103291,305.23507698463646,-260.69533379321916,-149.87510070943304
16.0,0.0008789615009761657,1.2395893676339638,281.85442449934084,1.8871790479086419,-820.7575394559357,0.24272729585725497,3.2518920978004515,297.09201921806306,3.2523429004710662,-446.34826071249364
