"B0","E","Ed","Tp","AIC"
"1.21184955133937e-40","4.26491107730549","3.58905691638727","294.149999539539","-310.059977672619"
"3.50324954513516e-13","1.14907807628155","20","310.15","-313.274016433319"
"5.35380492244129e-62","6.6773582339245","12.6211738218786","291.649999984904","-545.683750369958"
"5.07483517590178e-63","6.74591909851724","20","301.816666691125","-400.657164275693"
"1.57809110182888e-48","5.13998925374041","6.27055968529427","294.149999924206","-375.602202795032"
"4.87308181659326e-13","1.10045515834059","20","310.15","-385.841478250178"
"3.1376463784087e-43","4.53720417373984","6.41404155714294","292.14999989942","-428.192260034514"
"1.71700651489365e-13","1.20892722084152","20","310.15","-285.45794944143"
"6.7638595723238e-40","4.17220835517511","7.5711020372632","292.649999926208","-407.468964328311"
"3.00920681241072e-52","5.57177777322514","6.71467851193089","297.149999857883","-344.874424639241"
"5.19633366556651e-43","4.52738368518051","8.328471104498","293.149999913195","-423.903262293788"
"2.60059589530229e-40","4.22538416422696","5.17914329984805","299.150000437661","-368.884282207797"
"2.36591396750191e-13","1.22844616987301","20","310.15","-219.095833878731"
"1.30091928130421e-47","5.02179448635299","12.4564785006874","295.960742410568","-461.876147256249"
"4.21978011085963e-16","1.45334104462423","20","310.15","-371.567224549867"
"1.47887715383107e-46","4.89266604851873","16.7344278389179","299.887416476722","-470.301637395714"
"2.70515995847536e-84","9.15927842031177","11.4060017664291","292.649999993657","-422.542386443523"
"7.38817895370835e-13","1.08246585804508","20","306.004201418764","-374.980152684041"
"7.67171952510581e-32","3.23443395776266","14.1092506696307","297.422531476055","-473.913990554172"
"1.89184984066367e-16","1.51488226283172","20","310.15","-326.559987995156"
"1.49611013743891e-40","4.24749100734436","5.43362167583302","293.650000285556","-398.648425191921"
"1.04138831228583e-44","4.68963355242959","11.2384699824204","297.515495557697","-463.998715251233"
"2.54279207051102e-38","3.97853407736441","6.31270411151151","291.650000040487","-444.384745254783"
"1.53557000661036e-55","5.96279313037885","9.17707245836773","292.649999935469","-366.630209058488"
"3.29250475490878e-31","3.1697716454803","9.91312157463839","294.398788586538","-527.730395969647"
"3.40040661015639e-13","1.11715020213096","20","310.15","-381.47497260019"
"6.54503224317326e-58","6.18968910334294","13.1487584098481","294.473240836793","-530.712407757931"
"1.19180810675908e-91","10","12.8124730908237","295.650000020551","-374.924799377486"
"1.84912054469333e-13","1.16322825233495","20","310.15","-351.953766782652"
"2.80911025047602e-47","5.01246166777825","7.72589348465785","292.650000037802","-413.863110256191"
"1.65700330586406e-12","1.06091296960958","8.20500969281897","302.010123470228","-383.575946192916"
"4.55111716010122e-40","4.17558358867497","6.07595453653404","292.149999895673","-419.48838213566"
"1.75788018461496e-13","1.1597634536288","20","310.15","-357.266162223802"
"8.93069398055912e-50","5.30367550207957","7.06118305300259","294.649999921864","-339.387176999893"
"5.98932261265279e-37","3.82735245676473","13.3280530879824","298.316666694151","-410.413098730793"
"6.34100439533959e-39","4.0461685733071","4.46550151593729","294.64999973534","-379.710270679098"
"3.60117982237497e-53","5.62708137307184","10.0634804973622","299.816666644614","-370.106654305212"
"5.50090401386157e-74","8.02819793989857","12.5128206691286","291.649999988966","-451.229230675095"
"7.87723511309115e-38","3.94505420084533","4.16550511755989","291.649999800577","-357.46620353306"
"3.71625808630623e-67","7.21517897416059","7.85470554979968","305.81666658235","-276.938676953512"
"2.55508803262975e-49","5.21710378501668","17.4477518571235","300.81666665584","-422.984736767459"
"5.7343272663711e-13","1.12195505203248","20","310.15","-320.304905550205"
"3.05786168689825e-76","8.27359432660246","13.8326930483969","291.149999958802","-443.777565336454"
"1.50656115471481e-76","8.30481255428369","12.9367141435954","294.649999984714","-428.32732107755"
"6.19638202610137e-74","7.94785413315786","20","301.316666707225","-334.415588423262"
"6.25101871494794e-64","6.88059208285627","14.8266754367091","292.650000012993","-509.852866994383"
"3.47577773559802e-15","1.35080015792545","20","310.15","-376.616736777833"
"2.22400269028024e-38","3.98873853067441","11.7009874878158","301.316666712978","-428.097717935172"
"5.01944397070614e-31","3.15391648604972","12.8603115733548","295.154446083524","-487.494965221782"
"2.3837882443837e-39","4.07789180909211","11.1691464910554","297.171697520978","-454.699000053281"
"7.00924633391763e-83","8.99542792407045","11.4610945747645","290.649999977962","-454.132890604594"
"3.98110865217804e-49","5.18194287481373","11.5906902512162","297.701967819621","-481.958216751423"
"5.93919123997972e-55","5.85162842653981","14.08265756311","300.816666625589","-371.15411327471"
"4.08382423558764e-89","9.7120367440217","12.4901322044621","294.649999978784","-410.146501768909"
"2.2640170280167e-46","4.90179915788386","5.49686842698457","296.649999989306","-359.342792077357"
"4.04177507542512e-46","4.86101206203505","4.7588155655923","293.149999637637","-354.646063937453"
"6.24978139547229e-83","8.92721177265307","0.0170191065593306","310.15","-221.686620963269"
"2.55525680077416e-32","3.28298945757658","20","300.816666653318","-440.772799777308"
"1.0788589896059e-32","3.33507150851698","11.7527503074135","300.783762208811","-452.798546938989"
"5.3437153869485e-46","4.82104128560101","11.1149969693688","300.316666655914","-404.282935172896"
"1.97112358379991e-37","3.89232237443935","0.00456264780702292","300.15","-309.245993067123"
"NA","NA","NA","NA","NA"
"9.00638146786226e-11","0.879256474366995","4.2611210145504","297.056939966142","-306.816132310464"
"1.45600884907656e-27","2.7522839783734","16.6738289656456","299.146097270238","-470.746202769986"
"3.56267953922581e-27","2.70749102352595","3.9704852840407","300.816666102945","-396.285763646227"
"8.06106307138137e-40","4.18856137621033","8.83627443312118","289.649999898726","-411.074611063103"
"4.92841385069004e-43","4.48898946446977","12.1224875532019","298.00910320388","-495.435490637207"
"6.51972432299484e-35","3.57078675155932","11.620806176963","304.59507608467","-455.786240648254"
"1.78556746038386e-48","5.1718156941421","6.73118039208924","288.650000084679","-388.503801442275"
"2.14461461837867e-13","1.1373448454893","20","310.15","-394.407268127018"
"2.80316128618291e-48","5.10263370307615","7.7377918456456","300.31666684116","-322.193318981348"
"6.30381040627968e-50","5.2508211359581","16.5067775170309","298.816666656657","-435.764213838975"
"4.89513666425468e-38","3.92264214891618","9.13533323727428","298.316666694349","-405.647029343196"
"6.79519990812579e-92","10","7.94921121724761","299.650000123308","-285.733494972827"
"1.01089464090363e-44","4.68583157450332","11.2519805930723","296.756625221434","-478.247699246572"
"9.37518672892229e-59","6.26253068586376","20","299.816666631044","-398.14049323897"
"6.07798666507605e-51","5.45368374249149","7.47803068393863","293.150000370507","-325.952072257848"
"3.66119135369882e-42","4.41446644444166","7.16040145258131","304.816666468849","-349.356603086787"
"2.06191994804768e-91","10","15.6581136994928","292.149999997035","-414.422113989371"
"3.48685866993911e-38","3.94644814244898","12.5395907714994","297.705638106322","-491.278099706084"
"2.65009991565819e-50","5.29909520543209","7.50881757162016","299.149999947296","-445.796147948055"
"5.1300273855525e-49","5.16417428695386","17.6328448155634","300.816666690029","-452.378918857966"
"4.61140524790473e-50","5.28920097490617","20","298.614729100058","-468.322195131542"
"1.08783614314629e-51","5.48165904721191","11.1504981685597","302.81666671582","-372.14133651078"
"3.00866671112751e-39","4.13167660267696","0.00161605499441402","306.816666666667","-350.345276467705"
"3.24332775787893e-13","1.12256638743462","20","310.15","-364.603411041676"
"5.73833881467852e-40","4.14778440743427","12.0947787711943","301.316666638012","-461.579462608413"
"1.19991273718459e-44","4.67220495940342","9.66084388978258","299.168759813854","-486.287675426766"
"2.93941771718457e-33","3.43437339399833","8.76126616697313","291.052574843609","-467.528553705083"
"8.24463668923367e-44","4.59743168002139","7.0704399182206","305.816666561416","-362.14785912479"
"1.61832725166753e-33","3.44220157898492","0.00516880513616295","306.816666666667","-327.823055270548"
"3.46445090325115e-60","6.40919452552039","15.4168923767241","298.816666701219","-418.053198279963"
"7.6157392377629e-31","3.14464840094105","6.85273853738498","298.31666662972","-345.442851635557"
"7.83943880926923e-13","1.0594070972946","20","310.15","-392.428514675799"
"1.4910327636713e-13","1.22564003412569","20","310.15","-251.937112345043"
"2.59769768283384e-50","5.36132524227044","7.36830670618726","292.1499999203","-372.74628222204"
"1.39882125955645e-91","10","14.7637709412438","293.150000034688","-474.262492975554"
"3.75225608855484e-38","3.95138445104124","13.4437420930797","298.816666665653","-447.550232829003"
"1.80391942837574e-13","1.19008686032485","20","310.15","-317.15690485288"
"5.81033918199102e-12","0.967470077922524","20","310.15","-362.998526906265"
